ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P1;04/09/2022;Aracaju;SE;A
P1;04/09/2022;Japaratuba;SE;B
P1;04/09/2022;Mossoró;RN;B
P1;04/09/2022;São Roque;SP;B
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Goiabeira;MG;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Itu;SP;A
P1;04/09/2022;Tanque do Piauí;PI;A
P1;04/09/2022;Sapiranga;RS;A
P1;04/09/2022;Igrapiúna;BA;B
P1;04/09/2022;Porto Velho;RO;A
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Viçosa;AL;A
P1;04/09/2022;São João do Oeste;SC;B
P1;04/09/2022;Gravataí;RS;B
P1;04/09/2022;Novo Cabrais;RS;A
P1;04/09/2022;Uberaba;MG;A
P1;04/09/2022;São Roque;SP;B
P1;04/09/2022;Laranja da Terra;ES;A
P1;04/09/2022;Curralinho;PA;A
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Montes Claros;MG;B
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Paripueira;AL;A
P1;04/09/2022;Porto Velho;RO;B
P1;04/09/2022;Indiaroba;SE;A
P1;04/09/2022;Florianópolis;SC;B
P1;04/09/2022;João Pessoa;PB;A
P1;04/09/2022;Teutônia;RS;A
P1;04/09/2022;Caçu;GO;A
P1;04/09/2022;Florianópolis;SC;B
P1;04/09/2022;Traipu;AL;A
P1;04/09/2022;Duas Barras;RJ;B
P1;04/09/2022;Vista Alegre;RS;B
P1;04/09/2022;Amparo;PB;B
P1;04/09/2022;Conceição do Lago-Açu;MA;A
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Guarulhos;SP;B
P1;04/09/2022;Boa Vista do Ramos;AM;B
P1;04/09/2022;São José do Calçado;ES;B
P1;04/09/2022;Capixaba;AC;B
P1;04/09/2022;Buriti dos Montes;PI;A
P1;04/09/2022;Sena Madureira;AC;B
P1;04/09/2022;Goianorte;TO;B
P1;04/09/2022;Marabá;PA;A
P1;04/09/2022;Cuiabá;MT;B
P1;04/09/2022;Caldeirão Grande;BA;B
P1;04/09/2022;Flores de Goiás;GO;A
P1;04/09/2022;Fátima;TO;B
P1;04/09/2022;Niterói;RJ;A
P1;04/09/2022;Camapuã;MS;B
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Inhumas;GO;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Cotegipe;BA;A
P1;04/09/2022;Placas;PA;B
P1;04/09/2022;São Gonçalo;RJ;B
P1;04/09/2022;Belém;PA;B
P1;04/09/2022;Várzea Grande;MT;B
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;Timbé do Sul;SC;B
P1;04/09/2022;Ituaçu;BA;A
P1;04/09/2022;Jijoca de Jericoacoara;CE;A
P1;04/09/2022;Escada;PE;A
P1;04/09/2022;Buíque;PE;A
P1;04/09/2022;Planaltina;GO;B
P1;04/09/2022;Monte Alegre;PA;B
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Serra;ES;B
P1;04/09/2022;Barra;BA;A
P1;04/09/2022;São João de Iracema;SP;A
P1;04/09/2022;Riachão do Jacuípe;BA;B
P1;04/09/2022;Comendador Levy Gasparian;RJ;A
P1;04/09/2022;Bom Jardim;RJ;B
P1;04/09/2022;Camaragibe;PE;B
P1;04/09/2022;Colônia do Gurguéia;PI;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Guarujá;SP;A
P1;04/09/2022;Irineópolis;SC;B
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Milagres;BA;A
P1;04/09/2022;Itaberaba;BA;A
P1;04/09/2022;São João do Pau d'Alho;SP;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Nanuque;MG;B
P1;04/09/2022;Caraguatatuba;SP;B
P1;04/09/2022;Maraã;AM;B
P1;04/09/2022;Quixaba;PE;B
P1;04/09/2022;Cametá;PA;B
P1;04/09/2022;Imbituva;PR;B
P1;04/09/2022;Belmiro Braga;MG;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Goianésia;GO;B
P1;04/09/2022;Adrianópolis;PR;A
P1;04/09/2022;Formosa;GO;B
P1;04/09/2022;Poranga;CE;A
P1;04/09/2022;Rio dos Índios;RS;B
P1;04/09/2022;Cariacica;ES;A
P1;04/09/2022;Araguari;MG;B
P1;04/09/2022;Macuco;RJ;A
P1;04/09/2022;Santa Teresa;ES;B
P1;04/09/2022;Cunha;SP;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Pracuúba;AP;A
P1;04/09/2022;Imperatriz;MA;A
P1;04/09/2022;Salinas da Margarida;BA;A
P1;04/09/2022;Orlândia;SP;A
P1;04/09/2022;Carapicuíba;SP;B
P1;04/09/2022;Anamã;AM;B
P1;04/09/2022;Terra Nova do Norte;MT;B
P1;04/09/2022;Sena Madureira;AC;B
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;Mairipotaba;GO;A
P1;04/09/2022;Santana;AP;B
P1;04/09/2022;Mariluz;PR;A
P1;04/09/2022;São Luís;MA;B
P1;04/09/2022;Itaúba;MT;B
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Piedade;SP;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Lagoa da Confusão;TO;A
P1;04/09/2022;Bujari;AC;B
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Sidrolândia;MS;B
P1;04/09/2022;Conde;BA;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Ermo;SC;A
P1;04/09/2022;São Jorge do Patrocínio;PR;B
P1;04/09/2022;Afuá;PA;A
P1;04/09/2022;Rio Branco;AC;B
P1;04/09/2022;Cocalinho;MT;A
P1;04/09/2022;Pinhão;PR;A
P1;04/09/2022;Barra do Choça;BA;A
P1;04/09/2022;Xapuri;AC;B
P1;04/09/2022;Campo Novo de Rondônia;RO;B
P1;04/09/2022;Brejetuba;ES;A
P1;04/09/2022;Guaçuí;ES;A
P1;04/09/2022;Rolândia;PR;A
P1;04/09/2022;Assis Chateaubriand;PR;A
P1;04/09/2022;Capitão;RS;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Campinápolis;MT;A
P1;04/09/2022;Mangueirinha;PR;A
P1;04/09/2022;São Francisco do Oeste;RN;B
P1;04/09/2022;Luís Gomes;RN;A
P1;04/09/2022;Teixeira;PB;B
P1;04/09/2022;Colombo;PR;B
P1;04/09/2022;Camocim;CE;A
P1;04/09/2022;Montes Claros;MG;A
P1;04/09/2022;Carinhanha;BA;A
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;Belmiro Braga;MG;B
P1;04/09/2022;Belo Horizonte;MG;A
P1;04/09/2022;Manaquiri;AM;A
P1;04/09/2022;Fortaleza;CE;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Barra do Bugres;MT;B
P1;04/09/2022;Pelotas;RS;A
P1;04/09/2022;Indaial;SC;B
P1;04/09/2022;Nova Glória;GO;B
P1;04/09/2022;Capixaba;AC;B
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Mogi das Cruzes;SP;B
P1;04/09/2022;Araguaína;TO;A
P1;04/09/2022;Natal;RN;B
P1;04/09/2022;Taperoá;PB;A
P1;04/09/2022;Tacaimbó;PE;A
P1;04/09/2022;Riacho dos Cavalos;PB;B
P1;04/09/2022;Campo Verde;MT;B
P1;04/09/2022;Alagoinha;PE;A
P1;04/09/2022;Alto Rio Novo;ES;B
P1;04/09/2022;Caiabu;SP;B
P1;04/09/2022;Autazes;AM;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Vitorino Freire;MA;A
P1;04/09/2022;Santos;SP;B
P1;04/09/2022;Bauru;SP;B
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Frutal;MG;A
P1;04/09/2022;Rio Brilhante;MS;B
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Torres;RS;A
P1;04/09/2022;Craíbas;AL;B
P1;04/09/2022;Orlândia;SP;A
P1;04/09/2022;Passa Vinte;MG;B
P1;04/09/2022;Rio Quente;GO;B
P1;04/09/2022;Trabiju;SP;A
P1;04/09/2022;Porto Xavier;RS;B
P1;04/09/2022;Monte das Gameleiras;RN;A
P1;04/09/2022;Esperantina;PI;A
P1;04/09/2022;Camapuã;MS;B
P1;04/09/2022;Envira;AM;B
P1;04/09/2022;Guarabira;PB;B
P1;04/09/2022;Ipanema;MG;A
P1;04/09/2022;Planalto;PR;B
P1;04/09/2022;Anajás;PA;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Birigui;SP;A
P1;04/09/2022;Gramado Xavier;RS;A
P1;04/09/2022;Forquilha;CE;A
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Uruguaiana;RS;A
P1;04/09/2022;Passagem;PB;A
P1;04/09/2022;Tabuleiro do Norte;CE;B
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Manaus;AM;A
P1;04/09/2022;Anápolis;GO;B
P1;04/09/2022;São Caetano do Sul;SP;A
P1;04/09/2022;Careiro;AM;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Rio Novo;MG;B
P1;04/09/2022;Cascavel;CE;A
P1;04/09/2022;Santa Cruz da Vitória;BA;A
P1;04/09/2022;São Domingos;SC;A
P1;04/09/2022;Palmeirópolis;TO;B
P1;04/09/2022;São José dos Basílios;MA;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Mucajaí;RR;B
P1;04/09/2022;Antônio João;MS;B
P1;04/09/2022;Jardim de Piranhas;RN;A
P1;04/09/2022;Vespasiano;MG;A
P1;04/09/2022;Espírito Santo do Pinhal;SP;B
P1;04/09/2022;Carira;SE;A
P1;04/09/2022;Santo Amaro das Brotas;SE;A
P1;04/09/2022;São Gonçalo;RJ;B
P1;04/09/2022;Salgado;SE;A
P1;04/09/2022;Talismã;TO;A
P1;04/09/2022;Manaus;AM;A
P1;04/09/2022;Vila Pavão;ES;B
P1;04/09/2022;General Maynard;SE;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Dilermando de Aguiar;RS;A
P1;04/09/2022;Cabo de Santo Agostinho;PE;B
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Euclides da Cunha;BA;A
P1;04/09/2022;Ilha Solteira;SP;A
P1;04/09/2022;Porto Alegre;RS;A
P1;04/09/2022;Afonso Bezerra;RN;B
P1;04/09/2022;Belém;PA;B
P1;04/09/2022;Maranhãozinho;MA;A
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Coronel Sapucaia;MS;B
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;São José das Palmeiras;PR;B
P1;04/09/2022;Perdizes;MG;A
P1;04/09/2022;Coronel José Dias;PI;B
P1;04/09/2022;Santo André;SP;A
P1;04/09/2022;Nova Olinda;TO;A
P1;04/09/2022;Cachoeira do Sul;RS;A
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Uiramutã;RR;B
P1;04/09/2022;Teresina;PI;A
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Porto Velho;RO;B
P1;04/09/2022;Camapuã;MS;B
P1;04/09/2022;Armação dos Búzios;RJ;A
P1;04/09/2022;Novo Gama;GO;A
P1;04/09/2022;Forquilha;CE;A
P1;04/09/2022;Boa Vista do Ramos;AM;B
P1;04/09/2022;Serra Redonda;PB;A
P1;04/09/2022;Tarauacá;AC;B
P1;04/09/2022;Salinas da Margarida;BA;A
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Anadia;AL;B
P1;04/09/2022;Ribeirão Preto;SP;B
P1;04/09/2022;Vitória Brasil;SP;A
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Belmiro Braga;MG;B
P1;04/09/2022;Piripiri;PI;A
P1;04/09/2022;Ibirapitanga;BA;A
P1;04/09/2022;Talismã;TO;B
P1;04/09/2022;Jequiá da Praia;AL;A
P1;04/09/2022;Indaiatuba;SP;B
P1;04/09/2022;Taubaté;SP;B
P1;04/09/2022;Salinas da Margarida;BA;B
P1;04/09/2022;Tangará;RN;A
P1;04/09/2022;Caarapó;MS;B
P1;04/09/2022;Porto Velho;RO;B
P1;04/09/2022;Guarulhos;SP;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Mirante;BA;B
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;Mauá;SP;B
P1;04/09/2022;Agudos do Sul;PR;A
P1;04/09/2022;Betânia do Piauí;PI;B
P1;04/09/2022;São Miguel dos Campos;AL;A
P1;04/09/2022;São João da Barra;RJ;B
P1;04/09/2022;Buenos Aires;PE;A
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Paço do Lumiar;MA;A
P1;04/09/2022;Rio Fortuna;SC;B
P1;04/09/2022;Conceição do Araguaia;PA;A
P1;04/09/2022;São José do Rio Pardo;SP;A
P1;04/09/2022;Monte Santo de Minas;MG;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Uberaba;MG;B
P1;04/09/2022;Ipu;CE;A
P1;04/09/2022;Uiramutã;RR;B
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Pedra Branca;CE;A
P1;04/09/2022;Valentim Gentil;SP;A
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Maraã;AM;B
P1;04/09/2022;Limoeiro de Anadia;AL;B
P1;04/09/2022;Rorainópolis;RR;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Blumenau;SC;B
P1;04/09/2022;Tartarugalzinho;AP;A
P1;04/09/2022;Patos de Minas;MG;B
P1;04/09/2022;Upanema;RN;A
P1;04/09/2022;Piracuruca;PI;B
P1;04/09/2022;Gramado Xavier;RS;A
P1;04/09/2022;Novo Airão;AM;B
P1;04/09/2022;Juazeiro do Norte;CE;A
P1;04/09/2022;Niterói;RJ;B
P1;04/09/2022;Rio Branco;AC;A
P1;04/09/2022;Taquaral de Goiás;GO;B
P1;04/09/2022;Boa Vista;RR;A
P1;04/09/2022;União;PI;B
P1;04/09/2022;Santo André;SP;B
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;Buriticupu;MA;B
P1;04/09/2022;São João da Barra;RJ;B
P1;04/09/2022;Prata;PB;A
P1;04/09/2022;Bom Jesus do Itabapoana;RJ;B
P1;04/09/2022;Duque de Caxias;RJ;A
P1;04/09/2022;Sena Madureira;AC;B
P1;04/09/2022;São Miguel Arcanjo;SP;A
P1;04/09/2022;Santa Luzia;MG;A
P1;04/09/2022;Belo Horizonte;MG;B
P1;04/09/2022;Macapá;AP;B
P1;04/09/2022;Nova Cantu;PR;B
P1;04/09/2022;Pará de Minas;MG;A
P1;04/09/2022;São Miguel das Missões;RS;B
P1;04/09/2022;Irupi;ES;B
P1;04/09/2022;São Pedro da Aldeia;RJ;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Bragança;PA;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Capitão;RS;B
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;São Roque do Canaã;ES;B
P1;04/09/2022;Jaboatão dos Guararapes;PE;A
P1;04/09/2022;Dionísio Cerqueira;SC;B
P1;04/09/2022;Nossa Senhora Aparecida;SE;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Xapuri;AC;B
P1;04/09/2022;Glória;BA;B
P1;04/09/2022;Crato;CE;A
P1;04/09/2022;Macapá;AP;B
P1;04/09/2022;Jaboticabal;SP;A
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;São Pedro;SP;A
P1;04/09/2022;Ipanema;MG;B
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Monções;SP;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Itapiúna;CE;A
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Feira da Mata;BA;B
P1;04/09/2022;Tabatinga;AM;A
P1;04/09/2022;Macaíba;RN;A
P1;04/09/2022;Mariluz;PR;B
P1;04/09/2022;Ponta Grossa;PR;B
P1;04/09/2022;Paraná;RN;A
P1;04/09/2022;Brejo;MA;A
P1;04/09/2022;Itaperuçu;PR;A
P1;04/09/2022;Oeiras do Pará;PA;B
P1;04/09/2022;São Carlos;SP;A
P1;04/09/2022;Angico;TO;B
P1;04/09/2022;Mococa;SP;A
P1;04/09/2022;Divinópolis do Tocantins;TO;A
P1;04/09/2022;Palmas;TO;B
P1;04/09/2022;Curitiba;PR;A
P1;04/09/2022;Jundiaí;SP;B
P1;04/09/2022;Iranduba;AM;B
P1;04/09/2022;Codó;MA;A
P1;04/09/2022;Belmiro Braga;MG;A
P1;04/09/2022;Rinópolis;SP;B
P1;04/09/2022;Abreu e Lima;PE;A
P1;04/09/2022;Clevelândia;PR;B
P1;04/09/2022;Cabixi;RO;B
P1;04/09/2022;Gramado;RS;B
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;Campos Novos;SC;B
P1;04/09/2022;Carira;SE;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;Alagoa Nova;PB;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Itaporã;MS;B
P1;04/09/2022;Vespasiano;MG;A
P1;04/09/2022;Rio Sono;TO;B
P1;04/09/2022;Taubaté;SP;A
P1;04/09/2022;Firmino Alves;BA;A
P1;04/09/2022;Tabaporã;MT;A
P1;04/09/2022;Belém;PA;A
P1;04/09/2022;Rio Verde;GO;A
P1;04/09/2022;Campo Grande;MS;A
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Luiziânia;SP;B
P1;04/09/2022;Encantado;RS;B
P1;04/09/2022;Natal;RN;B
P1;04/09/2022;Prata;PB;B
P1;04/09/2022;Mineiros;GO;B
P1;04/09/2022;Machadinho D'Oeste;RO;A
P1;04/09/2022;Ouricuri;PE;A
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Anápolis;GO;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Rondonópolis;MT;A
P1;04/09/2022;Jaraguá;GO;B
P1;04/09/2022;Itanhangá;MT;A
P1;04/09/2022;Cuiabá;MT;A
P1;04/09/2022;Itaiópolis;SC;B
P1;04/09/2022;Belo Horizonte;MG;A
P1;04/09/2022;Araguaçu;TO;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Guaçuí;ES;B
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Mogi das Cruzes;SP;B
P1;04/09/2022;Mirandópolis;SP;A
P1;04/09/2022;Nerópolis;GO;B
P1;04/09/2022;Orlândia;SP;B
P1;04/09/2022;Consolação;MG;A
P1;04/09/2022;Paudalho;PE;A
P1;04/09/2022;Iguaba Grande;RJ;A
P1;04/09/2022;Três Passos;RS;B
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Santana do Ipanema;AL;B
P1;04/09/2022;Diadema;SP;A
P1;04/09/2022;Alta Floresta;MT;A
P1;04/09/2022;Forquilha;CE;B
P1;04/09/2022;Jequié;BA;A
P1;04/09/2022;Uberlândia;MG;A
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;João Pessoa;PB;B
P1;04/09/2022;Castelândia;GO;B
P1;04/09/2022;Brejo Santo;CE;A
P1;04/09/2022;Colatina;ES;A
P1;04/09/2022;Pongaí;SP;A
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Vigia;PA;B
P1;04/09/2022;Areia Branca;SE;B
P1;04/09/2022;Pejuçara;RS;A
P1;04/09/2022;Itajaí;SC;B
P1;04/09/2022;Gramado Xavier;RS;B
P1;04/09/2022;Canela;RS;B
P1;04/09/2022;Santa Luzia D'Oeste;RO;B
P1;04/09/2022;Porto Velho;RO;A
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Pracuúba;AP;B
P1;04/09/2022;Valença;BA;A
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Tanque do Piauí;PI;A
P1;04/09/2022;Lobato;PR;B
P1;04/09/2022;Parnaíba;PI;A
P1;04/09/2022;Araruna;PB;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Caxambu;MG;A
P1;04/09/2022;Santo Estêvão;BA;A
P1;04/09/2022;Fortaleza;CE;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Passo Fundo;RS;B
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Santa Cruz da Baixa Verde;PE;A
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;Aracaju;SE;A
P1;04/09/2022;Cabrobó;PE;A
P1;04/09/2022;Babaçulândia;TO;B
P1;04/09/2022;Ubarana;SP;B
P1;04/09/2022;Duas Barras;RJ;A
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;São Fidélis;RJ;A
P1;04/09/2022;Porto Walter;AC;A
P1;04/09/2022;Feira da Mata;BA;B
P1;04/09/2022;Ouro Verde;SC;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Canelinha;SC;B
P1;04/09/2022;São Gabriel da Cachoeira;AM;A
P1;04/09/2022;Jundiá;AL;B
P1;04/09/2022;Lorena;SP;B
P1;04/09/2022;Taipas do Tocantins;TO;B
P1;04/09/2022;Comendador Levy Gasparian;RJ;B
P1;04/09/2022;Serra;ES;B
P1;04/09/2022;Cáceres;MT;B
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Vitorino Freire;MA;A
P1;04/09/2022;Pelotas;RS;A
P1;04/09/2022;Serra;ES;A
P1;04/09/2022;Anchieta;ES;B
P1;04/09/2022;Orobó;PE;A
